Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Rok;Jednostka miary;Wartosc;Atrybut;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2012";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2013";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2014";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2015";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2016";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2017";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2018";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2019";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2020";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2021";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2022";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"ogółem";"";"2023";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"1995";"osoba";154;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"1996";"osoba";167;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"1997";"osoba";183;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"1998";"osoba";175;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"1999";"osoba";150;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2000";"osoba";214;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2001";"osoba";206;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2002";"osoba";199;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2003";"osoba";165;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2004";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2005";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2006";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2007";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2008";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2009";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2010";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2011";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2012";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2013";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2014";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2015";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2016";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2017";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2018";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2019";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2020";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2021";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2022";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"mężczyźni";"";"2023";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"1995";"osoba";74;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"1996";"osoba";74;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"1997";"osoba";77;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"1998";"osoba";102;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"1999";"osoba";84;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2000";"osoba";110;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2001";"osoba";110;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2002";"osoba";107;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2003";"osoba";82;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2004";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2005";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2006";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2007";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2008";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2009";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2010";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2011";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2012";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2013";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2014";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2015";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2016";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2017";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2018";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2019";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2020";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2021";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2022";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor rolniczy";"kobiety";"";"2023";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"1995";"osoba";40553;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"1996";"osoba";39317;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"1997";"osoba";37977;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"1998";"osoba";36260;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"1999";"osoba";31312;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2000";"osoba";26620;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2001";"osoba";25788;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2002";"osoba";24731;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2003";"osoba";23848;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2004";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2005";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2006";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2007";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2008";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2009";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2010";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2011";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2012";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2013";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2014";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2015";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2016";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2017";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2018";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2019";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2020";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2021";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2022";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"ogółem";"";"2023";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"1995";"osoba";30742;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"1996";"osoba";29801;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"1997";"osoba";29087;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"1998";"osoba";27654;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"1999";"osoba";23510;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"2000";"osoba";20236;M;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"2001";"osoba";19655;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"2002";"osoba";18992;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"2003";"osoba";18786;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"2004";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"2005";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"2006";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"2007";"osoba";;;
"RYNEK PRACY";"DANE ARCHIWALNE";"Pracujący wg sektorów ekonomicznych i płci w gminach (PKD 2004) (Wymiary: Sektory ekonomiczne; Płeć)";"sektor przemysłowy";"mężczyźni";"";"2008";"osoba";;;
